Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality
EH1 1AA,No,55.95365,-3.188106,325910,674039,NT259740,"City Centre","",1980-01-01,1996-12-01,71,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1AD,Yes,55.948894,-3.19259,325621,673515,NT256735,"City Centre","",2009-06-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1AE,Yes,55.949033,-3.189375,325822,673527,NT258735,"City Centre","",2018-09-01,,87,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1AF,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2004-11-01,2009-04-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1AL,No,55.953214,-3.186811,325990,673989,NT259739,"City Centre","",1986-12-01,1996-12-01,65,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1AN,No,55.953022,-3.188087,325910,673969,NT259739,"City Centre","",1995-12-01,1996-12-01,68,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1AQ,No,55.952206,-3.188863,325860,673880,NT258738,"City Centre","",1974-01-01,1976-08-01,65,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1BA,No,55.952032,-3.188217,325900,673859,NT259738,"City Centre","",1990-12-01,1996-06-01,64,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1BB,Yes,55.952014,-3.189547,325817,673859,NT258738,"City Centre","",1980-01-01,,63,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BD,No,55.952326,-3.187505,325945,673891,NT259738,"City Centre","",1980-01-01,2017-09-01,62,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BE,Yes,55.951961,-3.189944,325792,673853,NT257738,"City Centre","",1980-01-01,,62,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BG,No,55.951961,-3.189944,325792,673853,NT257738,"City Centre","",1980-01-01,2007-10-01,62,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BJ,No,55.950811,-3.19095,325727,673726,NT257737,"City Centre","",1980-01-01,2015-12-01,74,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BL,Yes,55.95065,-3.191729,325678,673709,NT256737,"City Centre","",2012-04-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BN,Yes,55.950782,-3.190148,325777,673722,NT257737,"City Centre","",1992-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BP,Yes,55.950736,-3.190275,325769,673717,NT257737,"City Centre","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BQ,Yes,55.952622,-3.19131,325708,673928,NT257739,"City Centre","",1980-01-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BR,No,55.951115,-3.19011,325780,673759,NT257737,"City Centre","",1992-07-01,1994-12-01,70,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1BS,Yes,55.95072,-3.189137,325840,673714,NT258737,"City Centre","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BU,Yes,55.950592,-3.188493,325880,673699,NT258736,"City Centre","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BW,No,55.95067,-3.19157,325688,673711,NT256737,"City Centre","",1980-01-01,1999-12-01,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BX,Yes,55.950875,-3.188886,325856,673731,NT258737,"City Centre","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1BY,No,55.951036,-3.188987,325850,673749,NT258737,"City Centre","",1973-08-01,1977-07-01,77,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1DA,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1992-07-01,1999-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1DD,Yes,55.949585,-3.187102,325965,673586,NT259735,"City Centre","",2009-08-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DE,Yes,55.950732,-3.19026,325770,673717,NT257737,"City Centre","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DF,Yes,55.951213,-3.190177,325776,673770,NT257737,"City Centre","",1980-01-01,,68,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DG,No,55.951142,-3.186364,326014,673758,NT260737,"City Centre","",1980-01-01,1998-12-01,68,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DH,Yes,55.951151,-3.185451,326071,673758,NT260737,"City Centre","",1980-01-01,,67,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DJ,No,55.950898,-3.184659,326120,673729,NT261737,"City Centre","",1992-07-01,1995-12-01,69,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1DN,No,55.951152,-3.186268,326020,673759,NT260737,"City Centre","",1980-01-01,1995-12-01,68,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1DR,Yes,55.950934,-3.184692,326118,673733,NT261737,"City Centre","",1980-01-01,,68,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DS,No,55.950898,-3.184659,326120,673729,NT261737,"City Centre","",1994-02-01,1995-12-01,69,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1DT,Yes,55.950993,-3.184165,326151,673739,NT261737,"City Centre","",1980-01-01,,66,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DU,No,55.950881,-3.18642,326010,673729,NT260737,"City Centre","",1973-08-01,1983-03-01,73,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1DW,No,55.950993,-3.184181,326150,673739,NT261737,"City Centre","",1973-08-01,1977-03-01,66,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1DY,Yes,55.950884,-3.188886,325856,673732,NT258737,"City Centre","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1DZ,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1990-12-01,2005-09-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1ED,No,55.945894,-3.190222,325763,673178,NT257731,"City Centre","",1998-01-01,1998-07-01,93,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1EE,Yes,55.947889,-3.192029,325654,673402,NT256734,"City Centre","",1980-01-01,,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EG,Yes,55.94845,-3.192511,325625,673465,NT256734,"City Centre","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EH,No,55.947782,-3.191978,325657,673391,NT256733,"City Centre","",2004-01-01,2005-08-01,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EJ,Yes,55.948001,-3.191536,325685,673414,NT256734,"City Centre","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EL,Yes,55.947519,-3.191217,325704,673360,NT257733,"City Centre","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EN,Yes,55.947497,-3.191713,325673,673358,NT256733,"City Centre","",1980-01-01,,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EP,No,55.947558,-3.191875,325663,673365,NT256733,"City Centre","",1990-12-01,2009-04-01,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1ES,Yes,55.947309,-3.191643,325677,673337,NT256733,"City Centre","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1ET,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",2001-01-01,2001-02-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1EU,No,55.946353,-3.190124,325770,673229,NT257732,"City Centre","",1973-08-01,1977-03-01,95,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1EW,No,55.948609,-3.191891,325664,673482,NT256734,"City Centre","",1980-01-01,2010-09-01,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EX,No,55.946443,-3.190127,325770,673239,NT257732,"City Centre","",1973-08-01,1977-03-01,96,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1EY,Yes,55.946532,-3.190178,325767,673249,NT257732,"City Centre","",1980-01-01,,96,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1EZ,Yes,55.945888,-3.189838,325787,673177,NT257731,"City Centre","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HA,Yes,55.945888,-3.189838,325787,673177,NT257731,"City Centre","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HB,Yes,55.946113,-3.189334,325819,673202,NT258732,"City Centre","",1980-01-01,,94,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HD,Yes,55.946569,-3.189122,325833,673252,NT258732,"City Centre","",1980-01-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HE,Yes,55.946499,-3.188928,325845,673244,NT258732,"City Centre","",1980-01-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HF,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1994-10-01,2004-01-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HJ,Yes,55.948473,-3.187419,325943,673463,NT259734,"City Centre","",2014-08-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HN,Yes,55.948907,-3.187112,325963,673510,NT259735,"City Centre","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HP,No,55.948447,-3.187306,325950,673459,NT259734,"City Centre","",1974-01-01,1976-08-01,82,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1HR,Yes,55.94817,-3.187121,325961,673428,NT259734,"City Centre","",1980-01-01,,85,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HS,No,55.948005,-3.188397,325881,673411,NT258734,"City Centre","",1980-01-01,2012-06-01,87,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HT,Yes,55.947999,-3.188109,325899,673410,NT258734,"City Centre","",1980-01-01,,87,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HU,Yes,55.947406,-3.190845,325727,673347,NT257733,"City Centre","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1HW,No,55.947792,-3.190008,325780,673389,NT257733,"City Centre","",1973-08-01,1976-11-01,90,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1HX,No,55.9477,-3.190166,325770,673379,NT257733,"City Centre","",1980-01-01,1995-02-01,91,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1HZ,No,55.947881,-3.190011,325780,673399,NT257733,"City Centre","",1973-08-01,1976-11-01,90,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1JA,No,55.947387,-3.190957,325720,673345,NT257733,"City Centre","",1980-01-01,1998-12-01,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JB,No,55.947349,-3.191132,325709,673341,NT257733,"City Centre","",1980-01-01,2012-07-01,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JD,No,55.948524,-3.187629,325930,673468,NT259734,"City Centre","",1994-02-01,2004-10-01,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JF,Yes,55.947174,-3.189733,325796,673320,NT257733,"City Centre","",1980-01-01,,94,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JG,Yes,55.948267,-3.188229,325892,673440,NT258734,"City Centre","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JH,Yes,55.94849,-3.188396,325882,673465,NT258734,"City Centre","",1989-10-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JJ,Yes,55.948753,-3.188132,325899,673494,NT258734,"City Centre","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JL,No,55.948605,-3.189553,325810,673479,NT258734,"City Centre","",1980-01-01,2000-06-01,87,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1JN,Yes,55.948528,-3.190513,325750,673472,NT257734,"City Centre","",1980-01-01,,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JP,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",1994-02-01,2004-01-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JQ,Yes,55.948608,-3.187311,325950,673477,NT259734,"City Centre","",1992-10-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JR,Yes,55.947979,-3.192497,325625,673413,NT256734,"City Centre","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JS,Yes,55.948414,-3.189292,325826,673458,NT258734,"City Centre","",1996-06-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JT,Yes,55.948391,-3.189386,325820,673455,NT258734,"City Centre","",1996-06-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JU,Yes,55.947944,-3.193808,325543,673411,NT255734,"City Centre","",2004-10-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JW,Yes,55.948199,-3.19159,325682,673436,NT256734,"City Centre","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JX,Yes,55.948166,-3.192599,325619,673434,NT256734,"City Centre","",1980-01-01,,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JY,Yes,55.94771,-3.193817,325542,673384,NT255733,"City Centre","",1980-01-01,,85,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1JZ,Yes,55.947909,-3.188971,325845,673401,NT258734,"City Centre","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LA,Yes,55.947919,-3.190749,325734,673404,NT257734,"City Centre","",1994-02-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LB,Yes,55.947919,-3.190749,325734,673404,NT257734,"City Centre","",1994-02-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LD,Yes,55.947919,-3.190749,325734,673404,NT257734,"City Centre","",1994-02-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LG,Yes,55.949287,-3.186851,325980,673552,NT259735,"City Centre","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LJ,No,55.949531,-3.186699,325990,673579,NT259735,"City Centre","",1973-08-01,1977-03-01,81,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1LL,Yes,55.948902,-3.186695,325989,673509,NT259735,"City Centre","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LN,No,55.949526,-3.187179,325960,673579,NT259735,"City Centre","",1973-08-01,1976-05-01,82,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1LP,No,55.949079,-3.187005,325970,673530,NT259735,"City Centre","",1980-01-01,1995-12-01,80,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1LQ,No,55.950431,-3.186566,326000,673679,NT260736,"City Centre","",1973-08-01,1992-07-01,79,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1LR,No,55.949079,-3.187005,325970,673530,NT259735,"City Centre","",1973-08-01,1992-07-01,80,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1LS,Yes,55.94773,-3.186131,326022,673378,NT260733,"City Centre","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LT,Yes,55.948089,-3.185277,326076,673417,NT260734,"City Centre","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LU,Yes,55.948193,-3.184672,326114,673428,NT261734,"City Centre","",2009-10-01,,78,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LW,Yes,55.950157,-3.191155,325713,673654,NT257736,"City Centre","",2013-08-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LX,No,55.948728,-3.186034,326030,673489,NT260734,"City Centre","",1994-02-01,1995-12-01,78,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1LY,Yes,55.948776,-3.185811,326044,673495,NT260734,"City Centre","",1983-03-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1LZ,Yes,55.948968,-3.18444,326130,673514,NT261735,"City Centre","",1980-01-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NA,Yes,55.948997,-3.184296,326139,673517,NT261735,"City Centre","",1980-01-01,,72,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NB,Yes,55.949658,-3.18563,326057,673592,NT260735,"City Centre","",1992-12-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1ND,Yes,55.95007,-3.191343,325701,673644,NT257736,"City Centre","",2009-08-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NE,Yes,55.949278,-3.185858,326042,673550,NT260735,"City Centre","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NJ,No,55.949814,-3.185266,326080,673609,NT260736,"City Centre","",1973-08-01,1977-07-01,74,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1NL,Yes,55.949654,-3.185101,326090,673591,NT260735,"City Centre","",1983-11-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NN,No,55.948678,-3.186561,325997,673484,NT259734,"City Centre","",1980-01-01,2012-07-01,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NP,Yes,55.9484,-3.185655,326053,673452,NT260734,"City Centre","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NQ,Yes,55.948902,-3.186695,325989,673509,NT259735,"City Centre","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NS,Yes,55.94842,-3.186376,326008,673455,NT260734,"City Centre","",1992-05-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NT,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2008-05-01,2009-04-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NU,Yes,55.949654,-3.185101,326090,673591,NT260735,"City Centre","",1982-03-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NW,Yes,55.949873,-3.191691,325679,673623,NT256736,"City Centre","",2017-10-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NX,No,55.949255,-3.187331,325950,673549,NT259735,"City Centre","",1982-12-01,1995-12-01,80,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1NY,Yes,55.950481,-3.189722,325803,673688,NT258736,"City Centre","",1991-11-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1NZ,No,55.950118,-3.19104,325720,673649,NT257736,"City Centre","",1980-01-01,1995-12-01,89,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1PA,No,55.949532,-3.187531,325938,673580,NT259735,"City Centre","",1990-12-01,1998-06-01,82,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH1 1PB,Yes,55.950473,-3.189131,325840,673687,NT258736,"City Centre","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PD,Yes,55.950299,-3.188083,325905,673666,NT259736,"City Centre","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PE,Yes,55.950192,-3.188929,325852,673655,NT258736,"City Centre","",1980-01-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PF,No,55.932281,-3.250038,322000,671729,NT220717,"Fountainbridge/Craiglockhart","",1993-05-01,1994-12-01,52,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1PG,Yes,55.950108,-3.190673,325743,673648,NT257736,"City Centre","",2003-03-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PH,No,55.950029,-3.191854,325669,673640,NT256736,"City Centre","",1999-12-01,2009-02-01,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PJ,No,55.950374,-3.189671,325806,673676,NT258736,"City Centre","",1980-01-01,2002-11-01,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PL,Yes,55.950381,-3.190728,325740,673678,NT257736,"City Centre","",1980-01-01,,83,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PN,Yes,55.94994,-3.190859,325731,673629,NT257736,"City Centre","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PQ,Yes,55.94989,-3.191386,325698,673624,NT256736,"City Centre","",2009-09-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PR,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2005-05-01,2008-05-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PS,Yes,55.949972,-3.191244,325707,673633,NT257736,"City Centre","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PT,Yes,55.94984,-3.191849,325669,673619,NT256736,"City Centre","",1980-01-01,,94,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PU,No,55.950188,-3.193124,325590,673660,NT255736,"City Centre","",1973-08-01,1994-12-01,87,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1PW,Yes,55.949861,-3.191561,325687,673621,NT256736,"City Centre","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PX,Yes,55.950372,-3.18895,325851,673675,NT258736,"City Centre","",1982-04-01,,87,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1PY,No,55.950188,-3.193124,325590,673660,NT255736,"City Centre","",1973-08-01,1992-01-01,87,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1PZ,Yes,55.950266,-3.188739,325864,673663,NT258736,"City Centre","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QA,Yes,55.950249,-3.18861,325872,673661,NT258736,"City Centre","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QB,Yes,55.951164,-3.19064,325747,673765,NT257737,"City Centre","",1980-01-01,,67,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QD,No,55.95067,-3.19157,325688,673711,NT256737,"City Centre","",2007-01-01,2007-01-01,75,Scotland,2019-02-23,"Imputed by ONS by reference to surrounding postcode grid references"
EH1 1QE,No,55.949806,-3.191671,325680,673615,NT256736,"City Centre","",1980-01-01,2004-08-01,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QF,No,55.95037,-3.190039,325783,673676,NT257736,"City Centre","",1994-02-01,1997-06-01,85,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1QG,Yes,55.950913,-3.188216,325898,673735,NT258737,"City Centre","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QH,No,55.960382,-3.176699,326635,674776,NT266747,"Leith Walk","",2006-08-01,2008-09-01,29,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QJ,No,55.950925,-3.188423,325885,673736,NT258737,"City Centre","",1980-01-01,2003-07-01,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QL,Yes,55.950589,-3.188238,325896,673699,NT258736,"City Centre","",1980-01-01,,85,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QN,Yes,55.95047,-3.188057,325907,673685,NT259736,"City Centre","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QP,No,55.949786,-3.188148,325900,673609,NT259736,"City Centre","",1973-08-01,1992-07-01,86,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH1 1QQ,Yes,55.94979,-3.188708,325865,673610,NT258736,"City Centre","",1991-11-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QR,Yes,55.949098,-3.187758,325923,673532,NT259735,"City Centre","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QS,Yes,55.94979,-3.188708,325865,673610,NT258736,"City Centre","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QT,Yes,55.949721,-3.18845,325881,673603,NT258736,"City Centre","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QU,Yes,55.94977,-3.188932,325851,673608,NT258736,"City Centre","",1980-01-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH1 1QW,Yes,55.949616,-3.188095,325903,673590,NT259735,"City Centre","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
