Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality
EH16 5ZQ,No,55.927919,-3.155645,327889,671141,NT278711,"Southside/Newington","",2003-10-01,2008-08-01,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 5ZR,Yes,55.927919,-3.155661,327888,671141,NT278711,"Southside/Newington","",2007-03-01,,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 5ZS,No,55.929805,-3.161479,327528,671357,NT275713,"Southside/Newington","",1997-12-01,2000-11-01,54,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH16 5ZT,No,55.927919,-3.155661,327888,671141,NT278711,"Southside/Newington","",2015-04-01,2016-05-01,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 5ZU,No,55.927919,-3.155661,327888,671141,NT278711,"Southside/Newington","",2015-04-01,2016-05-01,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 5ZW,No,55.918342,-3.152639,328059,670072,NT280700,"Liberton/Gilmerton","",2001-07-01,2001-07-01,76,Scotland,2019-02-23,"Imputed by ONS by reference to surrounding postcode grid references"
EH16 5ZX,No,55.927919,-3.155645,327889,671141,NT278711,"Southside/Newington","",1994-10-01,2004-01-01,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 5ZY,No,55.927919,-3.155645,327889,671141,NT278711,"Southside/Newington","",1997-07-01,1998-01-01,47,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH16 6AA,Yes,55.919979,-3.167778,327116,670270,NT271702,"Liberton/Gilmerton","",1980-01-01,,65,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AB,Yes,55.911263,-3.152477,328056,669284,NT280692,"Liberton/Gilmerton","",1998-06-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AD,Yes,55.919318,-3.169262,327022,670198,NT270701,"Liberton/Gilmerton","",1980-01-01,,64,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AE,Yes,55.91776,-3.16912,327028,670025,NT270700,"Liberton/Gilmerton","",1980-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AF,Yes,55.917263,-3.168016,327096,669968,NT270699,"Liberton/Gilmerton","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AG,Yes,55.917522,-3.16724,327145,669996,NT271699,"Liberton/Gilmerton","",1980-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AH,Yes,55.92105,-3.167059,327163,670389,NT271703,"Southside/Newington","",2015-03-01,,62,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AJ,Yes,55.920536,-3.167251,327150,670332,NT271703,"Southside/Newington","",2018-05-01,,64,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AL,No,55.917181,-3.168109,327090,669959,NT270699,"Liberton/Gilmerton","",1993-05-01,1994-12-01,79,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH16 6AN,Yes,55.911698,-3.153018,328023,669333,NT280693,"Liberton/Gilmerton","",1998-06-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AP,Yes,55.918065,-3.155383,327887,670044,NT278700,"Liberton/Gilmerton","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AQ,Yes,55.918819,-3.166911,327168,670140,NT271701,"Liberton/Gilmerton","",1980-01-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AR,Yes,55.917577,-3.156569,327812,669991,NT278699,"Liberton/Gilmerton","",1980-01-01,,78,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AS,Yes,55.917449,-3.157861,327731,669979,NT277699,"Liberton/Gilmerton","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AT,Yes,55.917905,-3.158099,327717,670030,NT277700,"Liberton/Gilmerton","",1980-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AU,Yes,55.918922,-3.157825,327736,670142,NT277701,"Liberton/Gilmerton","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AW,Yes,55.909591,-3.155403,327870,669101,NT278691,"Liberton/Gilmerton","",2001-06-01,,106,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AX,Yes,55.91895,-3.158754,327678,670146,NT276701,"Liberton/Gilmerton","",1980-01-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AY,Yes,55.918303,-3.158719,327679,670074,NT276700,"Liberton/Gilmerton","",1980-01-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6AZ,Yes,55.91794,-3.159076,327656,670034,NT276700,"Liberton/Gilmerton","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BA,Yes,55.917319,-3.160209,327584,669966,NT275699,"Liberton/Gilmerton","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BB,Yes,55.917517,-3.161111,327528,669989,NT275699,"Liberton/Gilmerton","",1980-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BD,Yes,55.91803,-3.160967,327538,670046,NT275700,"Liberton/Gilmerton","",1980-01-01,,74,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BE,Yes,55.918302,-3.159791,327612,670075,NT276700,"Liberton/Gilmerton","",1980-01-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BG,Yes,55.918766,-3.160077,327595,670127,NT275701,"Liberton/Gilmerton","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BH,Yes,55.919491,-3.159442,327636,670207,NT276702,"Liberton/Gilmerton","",1980-01-01,,66,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BJ,Yes,55.918915,-3.163393,327388,670147,NT273701,"Liberton/Gilmerton","",1980-01-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BL,Yes,55.91885,-3.161663,327496,670138,NT274701,"Liberton/Gilmerton","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BN,Yes,55.916755,-3.153232,328019,669896,NT280698,"Liberton/Gilmerton","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BP,Yes,55.916182,-3.156815,327794,669836,NT277698,"Liberton/Gilmerton","",1980-01-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BQ,Yes,55.919004,-3.1597,327619,670153,NT276701,"Liberton/Gilmerton","",1980-01-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BR,Yes,55.916705,-3.155663,327867,669893,NT278698,"Liberton/Gilmerton","",1980-01-01,,85,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BS,Yes,55.917222,-3.155198,327897,669950,NT278699,"Liberton/Gilmerton","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BT,Yes,55.917028,-3.156681,327804,669930,NT278699,"Liberton/Gilmerton","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BU,Yes,55.916706,-3.157535,327750,669895,NT277698,"Liberton/Gilmerton","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BW,Yes,55.916213,-3.15552,327875,669839,NT278698,"Liberton/Gilmerton","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BX,Yes,55.916418,-3.157606,327745,669863,NT277698,"Liberton/Gilmerton","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BY,Yes,55.915744,-3.156642,327804,669787,NT278697,"Liberton/Gilmerton","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6BZ,Yes,55.916006,-3.157466,327753,669818,NT277698,"Liberton/Gilmerton","",1980-01-01,,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DA,Yes,55.915538,-3.159452,327628,669767,NT276697,"Liberton/Gilmerton","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DB,Yes,55.914995,-3.158876,327663,669706,NT276697,"Liberton/Gilmerton","",1980-01-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DD,Yes,55.915585,-3.16107,327527,669774,NT275697,"Liberton/Gilmerton","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DE,Yes,55.915844,-3.161237,327517,669803,NT275698,"Liberton/Gilmerton","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DF,Yes,55.916065,-3.160668,327553,669827,NT275698,"Liberton/Gilmerton","",1980-01-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DG,Yes,55.916147,-3.158718,327675,669835,NT276698,"Liberton/Gilmerton","",1980-01-01,,87,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DH,Yes,55.916493,-3.162041,327468,669876,NT274698,"Liberton/Gilmerton","",1980-01-01,,85,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DJ,Yes,55.91679,-3.161938,327475,669909,NT274699,"Liberton/Gilmerton","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DL,Yes,55.916806,-3.16029,327578,669909,NT275699,"Liberton/Gilmerton","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DN,Yes,55.917017,-3.161704,327490,669934,NT274699,"Liberton/Gilmerton","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DP,Yes,55.907454,-3.15526,327875,668863,NT278688,"Liberton/Gilmerton","",2008-02-01,,107,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DQ,Yes,55.916292,-3.159491,327627,669851,NT276698,"Liberton/Gilmerton","",1980-01-01,,87,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DR,Yes,55.917225,-3.15771,327740,669953,NT277699,"Liberton/Gilmerton","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DS,Yes,55.917251,-3.155951,327850,669954,NT278699,"Liberton/Gilmerton","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DT,Yes,55.917756,-3.155742,327864,670010,NT278700,"Liberton/Gilmerton","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DU,Yes,55.91775,-3.154879,327918,670009,NT279700,"Liberton/Gilmerton","",1980-01-01,,78,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DW,Yes,55.916842,-3.159283,327641,669912,NT276699,"Liberton/Gilmerton","",1980-01-01,,83,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DX,Yes,55.915748,-3.155282,327889,669787,NT278697,"Liberton/Gilmerton","",1984-03-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DY,Yes,55.915453,-3.15601,327843,669754,NT278697,"Liberton/Gilmerton","",1984-03-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6DZ,Yes,55.909822,-3.166625,327169,669139,NT271691,"Liberton/Gilmerton","",2016-02-01,,124,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EA,Yes,55.908102,-3.161822,327466,668942,NT274689,"Liberton/Gilmerton","",1980-01-01,,114,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EB,Yes,55.908242,-3.16133,327497,668957,NT274689,"Liberton/Gilmerton","",1980-01-01,,113,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6ED,Yes,55.907292,-3.161062,327512,668851,NT275688,"Liberton/Gilmerton","",1980-01-01,,112,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EE,Yes,55.907403,-3.159785,327592,668862,NT275688,"Liberton/Gilmerton","",1980-01-01,,109,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EF,Yes,55.907846,-3.160374,327556,668912,NT275689,"Liberton/Gilmerton","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EG,Yes,55.908597,-3.160861,327527,668997,NT275689,"Liberton/Gilmerton","",1980-01-01,,113,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EH,Yes,55.907986,-3.158939,327646,668926,NT276689,"Liberton/Gilmerton","",1980-01-01,,110,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EJ,Yes,55.908236,-3.158098,327699,668953,NT276689,"Liberton/Gilmerton","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EL,Yes,55.908687,-3.158864,327652,669004,NT276690,"Liberton/Gilmerton","",1980-01-01,,112,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EN,Yes,55.907788,-3.157061,327763,668902,NT277689,"Liberton/Gilmerton","",1980-01-01,,109,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EP,Yes,55.906898,-3.15993,327582,668806,NT275688,"Liberton/Gilmerton","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EQ,Yes,55.908384,-3.159575,327607,668971,NT276689,"Liberton/Gilmerton","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6ER,Yes,55.906683,-3.160772,327529,668783,NT275687,"Liberton/Gilmerton","",1980-01-01,,113,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6ES,Yes,55.906446,-3.161164,327504,668757,NT275687,"Liberton/Gilmerton","",1980-01-01,,115,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6ET,Yes,55.906292,-3.159432,327612,668738,NT276687,"Liberton/Gilmerton","",1980-01-01,,114,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EU,Yes,55.90689,-3.157962,327705,668803,NT277688,"Liberton/Gilmerton","",1980-01-01,,110,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EW,Yes,55.907574,-3.158719,327659,668880,NT276688,"Liberton/Gilmerton","",1980-01-01,,110,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EX,Yes,55.906181,-3.158821,327650,668725,NT276687,"Liberton/Gilmerton","",1980-01-01,,114,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EY,Yes,55.905241,-3.160313,327555,668622,NT275686,"Liberton/Gilmerton","",1980-01-01,,117,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6EZ,Yes,55.90426,-3.159531,327602,668512,NT276685,"Liberton/Gilmerton","",1980-01-01,,118,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FA,Yes,55.906597,-3.155634,327850,668768,NT278687,"Liberton/Gilmerton","",2012-03-01,,109,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FB,Yes,55.906159,-3.154934,327893,668719,NT278687,"Liberton/Gilmerton","",2012-02-01,,112,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FD,Yes,55.905586,-3.154196,327938,668654,NT279686,"Liberton/Gilmerton","",2008-11-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FE,Yes,55.904432,-3.15605,327820,668528,NT278685,"Liberton/Gilmerton","",2010-08-01,,116,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FF,Yes,55.909564,-3.149675,328228,669092,NT282690,"Liberton/Gilmerton","",1999-12-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FG,Yes,55.905841,-3.155756,327841,668684,NT278686,"Liberton/Gilmerton","",2012-03-01,,113,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FH,Yes,55.905922,-3.15667,327784,668694,NT277686,"Liberton/Gilmerton","",2012-02-01,,114,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FJ,Yes,55.906575,-3.154098,327946,668764,NT279687,"Liberton/Gilmerton","",2014-12-01,,110,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FL,Yes,55.909085,-3.165723,327224,669056,NT272690,"Liberton/Gilmerton","",2016-05-01,,123,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FN,Yes,55.908486,-3.166393,327181,668990,NT271689,"Liberton/Gilmerton","",2016-01-01,,123,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FP,Yes,55.907425,-3.164521,327296,668870,NT272688,"Liberton/Gilmerton","",2016-09-01,,123,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FQ,Yes,55.907801,-3.16562,327228,668913,NT272689,"Liberton/Gilmerton","",2015-12-01,,124,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FR,Yes,55.906947,-3.165658,327224,668818,NT272688,"Liberton/Gilmerton","",2018-01-01,,123,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FS,Yes,55.907358,-3.166823,327152,668865,NT271688,"Liberton/Gilmerton","",2018-07-01,,126,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FT,Yes,55.9064,-3.165578,327228,668757,NT272687,"Liberton/Gilmerton","",2018-05-01,,124,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6FU,Yes,55.9064,-3.165578,327228,668757,NT272687,"Liberton/Gilmerton","",2018-08-01,,124,Scotland,2019-02-23,"Imputed by ONS by reference to surrounding postcode grid references"
EH16 6GA,Yes,55.908332,-3.151735,328097,668957,NT280689,"Liberton/Gilmerton","",1995-12-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GB,Yes,55.907155,-3.151748,328094,668827,NT280688,"Liberton/Gilmerton","",1995-12-01,,103,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GD,Yes,55.907652,-3.152386,328055,668882,NT280688,"Liberton/Gilmerton","",1995-12-01,,105,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GE,Yes,55.907811,-3.149784,328218,668897,NT282688,"Liberton/Gilmerton","",1995-12-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GF,Yes,55.906836,-3.149323,328245,668788,NT282687,"Liberton/Gilmerton","",1995-12-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GG,Yes,55.907743,-3.148342,328308,668888,NT283688,"Liberton/Gilmerton","",1995-12-01,,101,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GH,Yes,55.907741,-3.147622,328353,668887,NT283688,"Liberton/Gilmerton","",1995-12-01,,99,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GJ,Yes,55.908697,-3.148194,328319,668994,NT283689,"Liberton/Gilmerton","",1995-12-01,,98,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GL,No,55.927919,-3.155661,327888,671141,NT278711,"Southside/Newington","",2004-05-01,2018-12-01,47,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GU,Yes,55.911939,-3.160353,327565,669368,NT275693,"Liberton/Gilmerton","",2018-09-01,,109,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GW,Yes,55.908327,-3.151735,328097,668957,NT280689,"Liberton/Gilmerton","",2018-09-01,,102,Scotland,2019-02-23,"Imputed by ONS by reference to surrounding postcode grid references"
EH16 6GX,Yes,55.902152,-3.162939,327385,668281,NT273682,"Liberton/Gilmerton","",2015-09-01,,125,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GY,Yes,55.90526,-3.159273,327620,668623,NT276686,"Liberton/Gilmerton","",2003-09-01,,117,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6GZ,Yes,55.904437,-3.158865,327644,668531,NT276685,"Liberton/Gilmerton","",2003-05-01,,118,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HA,Yes,55.903547,-3.158918,327639,668432,NT276684,"Liberton/Gilmerton","",1980-01-01,,119,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HB,Yes,55.903217,-3.15958,327597,668396,NT275683,"Liberton/Gilmerton","",1980-01-01,,120,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HD,Yes,55.902682,-3.160124,327562,668337,NT275683,"Liberton/Gilmerton","",1980-01-01,,123,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HE,Yes,55.902514,-3.158904,327638,668317,NT276683,"Liberton/Gilmerton","",1980-01-01,,123,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HF,Yes,55.902981,-3.15791,327701,668368,NT277683,"Liberton/Gilmerton","",1980-01-01,,121,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HG,Yes,55.903091,-3.158633,327656,668381,NT276683,"Liberton/Gilmerton","",1980-01-01,,121,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HH,Yes,55.918329,-3.165504,327255,670084,NT272700,"Liberton/Gilmerton","",1980-01-01,,71,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HJ,Yes,55.917669,-3.165964,327225,670011,NT272700,"Liberton/Gilmerton","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HL,Yes,55.917333,-3.166306,327203,669974,NT272699,"Liberton/Gilmerton","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HN,Yes,55.916315,-3.165619,327244,669860,NT272698,"Liberton/Gilmerton","",1980-01-01,,83,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HP,Yes,55.915451,-3.164793,327294,669763,NT272697,"Liberton/Gilmerton","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HQ,No,55.904924,-3.151042,328134,668577,NT281685,"Liberton/Gilmerton","",2008-01-01,2010-05-01,110,Scotland,2019-02-23,"Within the building of the matched address by visual inspection of Landline maps"
EH16 6HR,Yes,55.915528,-3.164252,327328,669771,NT273697,"Liberton/Gilmerton","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HS,Yes,55.916437,-3.165079,327278,669873,NT272698,"Liberton/Gilmerton","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HT,Yes,55.916743,-3.16408,327341,669906,NT273699,"Liberton/Gilmerton","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HU,Yes,55.915789,-3.163332,327386,669800,NT273697,"Liberton/Gilmerton","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HW,Yes,55.915507,-3.165595,327244,669770,NT272697,"Liberton/Gilmerton","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HX,Yes,55.915166,-3.163553,327371,669730,NT273697,"Liberton/Gilmerton","",1980-01-01,,96,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HY,Yes,55.914899,-3.162377,327444,669699,NT274696,"Liberton/Gilmerton","",1980-01-01,,98,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6HZ,Yes,55.914203,-3.161812,327478,669621,NT274696,"Liberton/Gilmerton","",1980-01-01,,104,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JA,Yes,55.913609,-3.160467,327561,669554,NT275695,"Liberton/Gilmerton","",1980-01-01,,108,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JB,Yes,55.913096,-3.159187,327640,669495,NT276694,"Liberton/Gilmerton","",1980-01-01,,108,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JD,Yes,55.913088,-3.158131,327706,669493,NT277694,"Liberton/Gilmerton","",1980-01-01,,107,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JE,Yes,55.912673,-3.157303,327757,669446,NT277694,"Liberton/Gilmerton","",1980-01-01,,106,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JF,Yes,55.913867,-3.157418,327752,669579,NT277695,"Liberton/Gilmerton","",1980-01-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JG,Yes,55.914311,-3.157992,327717,669629,NT277696,"Liberton/Gilmerton","",1980-01-01,,100,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JH,Yes,55.91346,-3.158718,327670,669535,NT276695,"Liberton/Gilmerton","",1980-01-01,,106,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JJ,Yes,55.91387,-3.159962,327593,669582,NT275695,"Liberton/Gilmerton","",1980-01-01,,106,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JL,Yes,55.914452,-3.160204,327579,669647,NT275696,"Liberton/Gilmerton","",1980-01-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JN,Yes,55.915079,-3.160398,327568,669717,NT275697,"Liberton/Gilmerton","",1980-01-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JP,No,55.914727,-3.159684,327612,669677,NT276696,"Liberton/Gilmerton","",1993-05-01,1997-06-01,99,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH16 6JQ,Yes,55.914313,-3.158744,327670,669630,NT276696,"Liberton/Gilmerton","",1980-01-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JR,Yes,55.911374,-3.163599,327361,669308,NT273693,"Liberton/Gilmerton","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JS,Yes,55.90994,-3.163637,327356,669149,NT273691,"Liberton/Gilmerton","",1980-01-01,,115,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH16 6JT,Yes,55.909349,-3.162963,327397,669082,NT273690,"Liberton/Gilmerton","",1980-01-01,,116,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
